Row,ID,Date,Start Time,Stop Time,Paper Order,Session,Paper Session Number,Session,Title,Type,Author list,Affiliation,Abstract
43,CCp224,6/24/15,9:00,10:30,20,8,5,Working and Learning,Critiki: A Scaffolded Approach to Gathering Design Feedback from Paid Crowdworkers,paper,"Michael Greenberg, Matthew Easterday, Elizabeth Gerber","Northwestern University, Evanston Illinois, United States","Feedback is important to the creative process, but not everyone has a personal crowd of individuals they can turn to for high-quality feedback. We introduce and evaluate Critiki, a novel system for gathering design critiques on crowdfunding project pages from paid crowdworkers. Stemming from previous research on crowdfunding project creators and their need for early-stage design feedback, we design and build a working system which fits the need of this population: rapid and inexpensive feedback. To solve issues with critique quality we describe a scaffolding technique designed to assist crowdworkers in writing high-quality critiques. We evaluate Critiki with two field deployments: 1) A randomized controlled experiment with 450 crowdworkers to evaluate the efficacy of the scaffolding technique and 2) A user study with 31 crowdfunding project creators to determine usability and user satisfaction. We contribute to research on Creativity and Cognition by demonstrating a working creativity support system, empirically evaluating the system, and describing how scaffolding approaches can be designed for other crowdsourced tasks"
44,CCp239,6/24/15,9:00,10:30,21,8,5,Working and Learning,A Modular Approach to Promote Creativity and Inspiration in Search,paper,"Alice Thudt, Uta Hinrichs, Sheelagh Carpendale","Department of Computer Science, University of Calgary, Calgary, Alberta, Canada","When searching through collections of books or written texts, the efficient yet limiting query paradigm is still the most dominant entry point. Previous work characterizes search processes in various contexts and describes them as integral and closely related to creative endeavours. We revisit this work from a design perspective, proposing guidelines for versatile search interfaces that are based on a modular approach to search. Inspired by aspects of search in physical environments, our recommendations address learning, creativity, inspiration, and pleasure as positive aspects of (book) search. Based on in-depth interviews with library patrons about search practises in physical and digital environments and drawing from previous work on search behaviour, we discuss search patterns as modular constructs consisting of micro-strategies. We illustrate how the structure of these patterns is highly flexible. Much like creative processes, they fluidly evolve based on learning and ideation during search, particularly in physical environments. This modular perspective provides a basis for designing interfaces that facilitate creative approaches to search in digital environments."
45,CCp122,6/24/15,11:00,12:30,22,9,6,"Ideation Play, and Experience",Emotion and Creativity: Hacking into Cognitive Appraisal Processes to Augment Creative Ideation,paper,"Alwin de Rooij, Philip Corr, Sara Jones","Centre for Creativity in Professional Practice, City University, London, United Kingdom","Creativity thrives when people experience positive emotions. How to design an interactive system that can effectively make use of this potential is, however, still an unanswered question. In this paper, we propose one approach to this problem that relies on hacking into the cognitive appraisal processes that form part of positive emotions. To demonstrate our approach we have conceived, made, and evaluated a novel interactive system that influences an individual_Ñés appraisals of their own idea generation processes by providing real-time and believable feedback about the originality of their ideas. The system can be used to manipulate this feedback to make the user_Ñés ideas appear more or less original. This has enabled us to test experimentally the hypothesis that providing more positive feedback, rather than neutral, or more negative feedback than the user is expecting, causes more positive emotion, which in turn causes more creativity during idea generation. The findings demonstrate that an interactive system can be designed to use the function of cognitive appraisal processes in positive emotion to help people to get more out of their own creative capabilities."
46,CCp240,6/24/15,11:00,12:30,23,9,6,"Ideation Play, and Experience",An Enactive Characterization of Pretend Play,paper,"Nicholas Davis, Margeaux Comerford, Mikhail Jacob, Chih-Pin Hsiao, Brian Magerko","ADAM Lab, Georgia Institute of Technology, Atlanta Georgia, United States","This paper presents the result of an empirical study of 32 adult dyads (i.e. groups of two people) engaged in pretend play. Our analysis indicates that participatory sense-making plays a key role in the success of pretend play sessions. We use the cognitive science theory of enaction as a theoretical lens to analyze the empirical data given its robust conceptual framework for describing participatory sense-making. We present here five enactive characteristics of pretend play that appear to be necessary and sufficient for the emergence and maintenance of successful pretend play _Ñ_ mental preparation, meaning building, narrative enaction, narrative deepening, and flow maintenance. This enactive formalization is used to propose a computational model of pretend play that can be used to design an agent capable of playing in real time with human users. "
47,CCp142,6/24/15,11:00,12:30,24,9,6,"Ideation Play, and Experience",Creating a Collaborative Space for Creativity through a Pervasive User Experience,paper,"Deborah Maxwell, Chris Speed, Karl Monsen, Diego Zamora","Edinburgh College of Art, University of Edinburgh, Edinburgh , UK","This paper explores the potential of a pervasive user experience to inspire, provoke and support creative thinking amongst participants in an intensive ideation workshop. The pervasive experience used a iPad-based virtual narrator to guide groups of participants around a physical and digital environment. It took place towards the start of a three-day workshop and the playful, self-directed nature of the experience was designed to align with subsequent workshop activities. This paper describes the user experience, presenting observations and findings through the lens of space (facilitation, augmentation and story), considering how the experience related to and supported the overall workshop aims of ideation and creative thinking. We conclude by examining some of the tensions that emerged, namely; 1) the disconnect between researcher and participant expectations, 2) the potential trade off between _ÑÉauthentic_Ñé outputs and participant engagement, and 3) bridging the knowledge within the workshop with the world outside the workshop."
48,CCp231,6/24/15,13:30,15:00,25,10,7,Places of Creativity,Beyond Slideware: How a  Free-form Presentation Medium Stimulates Free-form Thinking in the Classroom,paper,"Rhema Linder, Nic Lupfer, Andruid Kerne, Andrew M Webb, Cameron Hill, Yin Qu, Kade Keith, Matthew Carrasco, Elizabeth Kellogg","Interface Ecology Lab, Texas A&M University, College Station Texas, United States","We investigate how presentation in a free-form medium stimulates free-form thinking and discussion in the classroom. \ Most classroom presentations utilize slideware (e.g. PowerPoint). \ Yet, slides add intrusive segregations that obstruct the flow of information. \ In contrast, in a free-form medium of presentation, content is not separated into rigid slide compartments. \ Instead, it is visually arranged and  transformed in a continuous space. \  \ We develop a case study that investigates student experiences authoring, presenting, viewing, and discussing free-form presentations in a graduate seminar class. \ We analyze interviews, present a sampling of student presentations, and discuss our findings: free-form presentation stimulates thinking, improvisation, and emergent discussion. \ "
49,CCp127,6/24/15,13:30,15:00,26,10,7,Places of Creativity,Creative and Opportunistic Use of Everyday Music Technologies in a Dementia Care Unit,note,"Kellie Morrissey, John McCarthy","University College Cork, Cork Cork, Ireland","This paper describes everyday technologies in use in a long-term dementia care ward, and ways in which these technologies facilitated creative expression for residents within. Drawing on ethnographic research focusing on participation in creative activities for people with dementia living in care, the paper details how residents engaged with technologies (such as television) in a passive way (spending hours sitting in front of the TV without engaging with others around them), and in an active way (singing and dancing to music played via stereo and record player). Findings from this research emphasise the importance for interaction design for dementia in appreciating the role of active creative participation in sustaining personhood in dementia. Given a lack of both time and resources in publicly-funded care homes, we also highlight the value of opportunistic design in the field."
50,CCp248,6/24/15,13:30,15:00,27,10,7,Places of Creativity,Tightly Coupled Agents in Live Performance Metacreations,note,"William Marley, Nicholas Ward","University of Limerick, Limerick , Ireland","We consider how the application of AI in digital musical instruments might maximally support exploration of sound in performance. Live performance applications of AI and machine learning have tended to focus on score following and the development of machine collaborators. In our work we are interested in exploring the development of systems whereby the human performer interacts with a reactive and creative agent in the creation of a single sonic output. The intention is to design systems that foster exploration and allow for greater (than with acoustic instruments) opportunities for serendipitous musical encounters. An initial approach to the integration of autonomous agency, based on gesture reshaping schemes within the Reactable performance system, is first outlined. We then describe a simple platform based on the non-player characters within Pacman, which serves as a test bed for guiding further discussion on what musical machine collaboration at this level may entail. Pilot studies for both systems are outlined."
51,CCp209,6/24/15,13:30,15:00,28,10,7,Places of Creativity,Biological citizen publics: personal genetics as a site of public engagement with science,paper,"Stacey Kuznetsov, Aniket Kittur, Eric Paulos","AME, Arizona State University, Tempe Arizona, United States","Low-cost genetic sequencing, coupled with novel social media platforms and visualization techniques, present a new frontier for scientific participation, whereby people can learn, share, and act on data embedded within their own bodies. Our study of 23andMe, a popular genetic testing service, reveals how users make sense of and contextualize their genetic results, critique and evaluate the underlying research, and reflect on the broader implications of genetic testing. We frame user groups as citizen science publics_ÑÓgroups that coalesce around scientific issues and work towards resolving shared concerns. Our findings show that personal genetics serves as a site for public engagement with science, whereby communities of biological citizens creatively interpret, debate, and act on professional research. We conclude with design trajectories at the intersection of genetics and creativity support tools: platforms for aggregating hybrid knowledge; tools for creative reflection on professional science; and strategies for supporting collaborations across communities."
52,CCp186,6/24/15,13:30,15:00,29,10,7,Places of Creativity,Making Magic: Designing for Open Interactions in Museum Settings,paper,"Robyn Taylor, John Bowers, Bettina Nissen, Gavin Wood, Peter Wright, Qasim Chaudhry, Lindsey Bruce, Sarah Glynn, Helen Mallinson, Roy Bearpark","Culture Lab, Newcastle University, Newcastle Upon Tyne , United Kingdom","This paper describes three interactive artefacts created for a children_Ñés exhibition intended to encourage creativity and allow educational opportunities to emerge naturally through playful exploration. We describe five sensibilities that were used to inform our designs: considering artefacts as resources and scaffolds for imaginative engagement, rewarding extended investment, facilitating requisite unpredictability, encouraging an imaginative orientation to participation, and permitting multiple loci for interaction. Based on observation of how our interactives were used by the public, we discuss how our approach facilitated _ÑÉopen interactions_Ñé in a manner that was sensitive to the museum context, favoured a mix of materialities, and manifested a subtle mix of participation and designer autonomy. "
53,,6/24/15,15:30,17:00,,11,,Keynote Session 3,Stephen Scrivener,keynote,Stephen Scrivener,,"Stephen Scrivener studied Fine Art at undergraduate and master levels, the latter at the Slade School of Fine Art, University College London, where he began to use the computer as a means of art production. Subsequent to the Slade, he completed his Ph.D. in a computer science department and, thereafter, worked as a lecturer and researcher in various university computer science departments. Up to 1992, his research focussed on the design and development of interactive systems for artists and designers and on how such systems are used.  During this period he undertook many funded design-focussed research projects (supported by grants in excess of £2 million) almost all of which involved academic, commercial and industrial collaboration. He moved back into an art and design department in 1992, and since then his research has focussed on the theory and practice of what is often called practice-based research."
54,,6/24/15,19:00,21:00,,,,Performance Event,Performance Event,event,,,
55,CCdc111,6/25/15,9:00,17:00,,12,,Graduate Symposium,Architecture by Tools: The Syntax of Drawing and the Creativity of Thought,student,Mina Tahsiri,"School of Architecture and Built Environment, University of Nottingham, Nottingham, United Kingdom",
56,CCdc112,6/25/15,9:00,17:00,,12,,Graduate Symposium,Researching Design Fiction With Design Fiction,student,Joseph Lindley,HighWire CDT (Lancaster University),"The term design fiction was first used in 2005 by Bruce Sterling [18:30] and in 2009 Julian Bleecker built on the idea by combining it with various other characterisations [cf. 1,2,10] and catalysed a step change in design fiction discourse. Since then design fiction has gained significant traction across academic contexts; at symposia and conference events; and through its practice within commercial design studios and industry. Despite becoming a popular way of framing speculative design, the characterisation of design fiction as research approach still remains äóìup for grabsäóù [19:22] as it is äóìenticing and provocative, yet [äó_] remains elusiveäóù [7:1]. In 2013 Bleecker remarked in terms of his studios own practice äóìI donäó»t think weäó»ve figured it outäóù and that äóìstudying it, understanding it and trying to devise some of the principles - of what weäó»re calling design fiction - is what weäó»re trying to doäóù [1]. Adopting a research through design approach [5,6], this doctoral research intends to shed light on the questions raised by Bleecker by researching design fiction, with design fiction."
57,CCdc113,6/25/15,9:00,17:00,,12,,Graduate Symposium,Intelligent Systems to Support Large-Scale Collective Creative Idea Generation,student,Pao Siangliulue,"SEAS, Harvard University, Cambridge, Massachusetts, United States","In recent years, it has become possible for large groups of people to collaborate and generate ideas together in ways that were not possible before. However, the large number of ideas and participants in this setting also pose new challenges in helping people find inspiration from a large pool of ideas, and coordinating the collective effort. My research aims to address the challenges of large scale idea generation platforms by developing methods and systems for helping people make effective use of each otheräó»s ideas, and orchestrate collective effort to reduce redundancy and increase the breadth of generated ideas."
58,CCdc121,6/25/15,9:00,17:00,,12,,Graduate Symposium,SolidSketch: Toward Enactive Interactions for Semantic Model Creation,student,Chih-PIn Hsiao,"Georgia Institute of Technology, Atlanta, Georgia, United States","SolidSketch is a solid and parametric modeling program that enables users to rapidly construct 3D parametric and semantic models through sketch and multi-touch input. The interaction design principles of SolidSketch are based on the cognitive science theory of enaction. We argue enactive interactions would support design creativity by enabling rapid iteration and continuous feedback throughout a flexible design exploration. SolidSketch infers the intention of the user by continuously analyzing the surrounding context and useräó»s behavior. This paper briefly introduces the enaction theory, the interaction designs as well as the implementations of SolidSketch."
59,CCdc126,6/25/15,9:00,17:00,,12,,Graduate Symposium,Pen + Touch Diagramming to Stimulate Design Ideation,student,Andrew Webb,"Interface Ecology Lab, Texas A&M University, College Station, Texas, United States","Ideation, the process of generating new ideas, is central to design where the goal is to find novel solutions around a set of requirements. Designers engage in diagramming, creating external representations of ideas. Diagramming connects the body and creative cognitive processes, as the hands transform physical media to explore ideas. HCI researchers need to leverage body-based interaction to support creativity. My Ph.D. research develops a new body-based diagramming environment to stimulate design ideation."
60,CCdc127,6/25/15,9:00,17:00,,12,,Graduate Symposium,Public Online Failure With Crowdfunding,student,Michael Greenberg,"Northwestern University, Evanston, Illinois, United States","Kickstarter is a growing online crowdfunding platform where individuals attempt to raise funds for creative projects by leveraging their personal social networks for small financial contributions. Crowdfunding platforms like Kickstarter are actively growing, with thousands of individuals attempting projects each month. While other scholarly research and the popular press has focused on the success stories from crowd- funding, the fact remains that a majority of projects fail. Little attention has focused on the majority of individuals who have run failed projects and experienced a publicly embarrassing event in the process. We see crowdfunding platforms as a unique opportunity to study and understand how individuals react to online embarrassment."
61,CCdc129,6/25/15,9:00,17:00,,12,,Graduate Symposium,Distributed Affect as a Framework for Understanding Creative Collaboration,student,Taylor Scott,University of Washington,"Historically, the study of affect has been intimately tied to theories of both cognition and creativity, and there are still unexplored connections between these related phenomena. This paper discusses research to expand and refine the formulation of distributed affect as a theoretical framework for analyzing and understanding creative collaboration. I elaborate on parallels between theories of cognition that extend beyond the individual as the unit of analysis and the text-based chat communication of affect between members of a distributed group who utilize creative problem solving to achieve their goals. Directions for future research are also discussed. A better understanding of the way in which distributed affect operates will have a significant impact on research into collaborative creativity as well as implications for the design of interfaces to support this type of distributed work."
62,CCdc130,6/25/15,9:00,17:00,,12,,Graduate Symposium,Tools for Wools: An Interactive Urban Knitting Installation and Creative Research Method,student,Janis Meissner,"Vienna University of Technology, Vienna, Austria","Urban knitting (also known as yarn bombing, knitted graffiti and guerilla knitting) is a globally occurring street art trend which uses traditional craft techniques to modify objects in urban space. It is the chosen tool of present-day craftspeople for creative expression in public. However, the personal narratives woven into the installations usually remain inaccessible for the broad audience. This paper presents my Master's thesis work on ""Tools for Wools"", an interactive prototype which integrates physical wool panels, touch sensors and an information device with intent to fill the identified information gap. The subsequent evaluation allowed insights on the manifold reasons for urban knitters to engage in this particular form of everyday creativity. I therefore suggest that such prototype projects can also serve as a qualitative research tool to reveal motivations underlying creative craft practices."
63,CCdc132,6/25/15,9:00,17:00,,12,,Graduate Symposium,Assessing the Creativity of Designs at Scale,student,Christopher MacLellan,"HCII, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States","How best to assess the creativity of a large number of designed artifacts remains an open problem. The typical approach is to have a panel of experts answer likert questions about individual artifacts. This process typically requires a substantial amount of training to ensure the judges achieve an acceptable level of agreement. Consequently, the approach does not scale well as it is infeasible to have a panel of experts regularly evaluate the creativity of a large number of designs. The current work explores an alternative approach that uses both individual and pairwise judgements from novice crowd workers to support reliable and scalable assessment of creative designs. This approach, which we call TrueCreativity, can operate over a set of evaluations from a large number of judges and appropriately weights their evaluations based on their past reliability and agreement with other judges.  We show that this approach produces results that strongly correlate with another measure of creativity. "
64,CCdc133,6/25/15,9:00,17:00,,12,,Graduate Symposium,Feminist Hackerspaces as Sites for Feminist Design,student,Sarah Fox,"Human Centered Design & Engineering, University of Washington, Seattle, Washington, United States","This paper describes the work I have conducted with colleagues in and around feminist hackerspaces äóî workspaces that support the creative and professional pursuits of women. Through action research, interviews, and participant observation, I have explored the motivations, activities, and ideals of people organizing feminist hackerspaces. Additionally, I have begun to investigate what feminist design of technology might look like through the facilitation of a series of design workshops in two of these spaces. Through this work, I examine the feminist ideals that develop in these spaces as both discursive and material phenomena that shed new light on what counts as hacking, technology and collaboration."
65,CCdc134,6/25/15,9:00,17:00,,12,,Graduate Symposium,Visualizing Computer Activity to Support the Resumption of Long-term Creative Work,student,Adam Rule,"Design Lab, UC San Diego","Creative projects can span weeks, months, or even years. Working on these timescales can be difficult due to the need to restore context - a task's physical, digital, and mental resources - after each break. Prior research on using computers to restore context has focused on digital context, reopening collections of documents or visualizing interactions with a single program. My research explores how visualizing system-wide activity can help people restore the mental context of creative work."
66,CCdc137,6/25/15,9:00,17:00,,12,,Graduate Symposium,Teaching Enactive Co-Creative Agents through Human Computation in Meaningful Collaborative Contexts,student,Nicholas Davis,"Georgia Institute of Technology , Atlanta, Georgia, United States","This paper introduces a novel approach to developing co-creative agents that collaborate in real time creative contexts, such as art and pretend play. Our approach builds upon recent work in computational creativity called interactive machine learning (IML). In IML, agents learn through demonstration, interaction, and real time feedback from a human user (as opposed to offline training). To apply IML to open-ended creative collaboration, we developed an enactive model of creativity (EMC) based upon the cognitive science theories of enaction. This paper introduces our enactive approach to building co-creative agents within the broader field of interactive machine learning by describing the theory, design, and initial prototypes of two co-creative agents."
67,CCdc138,6/25/15,9:00,17:00,,12,,Graduate Symposium,Leveraging Online Communities for Novice Designers,student,Julie Hui,"Northwestern University, Evanston, Illinois, USA","While universities teach students how to build new products, few students choose to further implement their work due to limited resources and mentorship. Theories of learning and innovation describe the importance of working in a social context to acquire resources from peers. While HCI researchers have built recommender and expert routing systems to identify help givers, novice designers still fail to contact expert peers for various psychological reasons, such as fear of contacting someone older or more experienced. By designing online tools and platforms that encourage and scaffold that act of help-seeking, we can connect more designers with informal mentors who can help them improve and implement their work as a professional product. The goal of my dissertation is to support help-seeking among novice designers by 1) developing an emergent model of help-seeking behavior in the context of crowdfunding, and building a tool that 2) recommends potential help-givers from oneäó»s social network and 3) presents their information in a way that encourages reaching out for advice. "
68,CCdc139,6/25/15,9:00,17:00,,12,,Graduate Symposium,Designing Crowdsourcing Techniques Based on Expert Creative Practice,student,Joy Kim,"Computer Science, Stanford University, Palo Alto, CA, United States","Current crowdsourcing workflows comprise of discrete tasks that guide the crowd towards predetermined goals. However, this approach is ill-suited towards supporting massively collaborative open-ended creative work, which often involves an exploration of possible end results and revision of creative goals. My dissertation explores how existing expert creative practice can inform new crowdsourcing techniques that allow the crowd to collaborate on complex creative tasks such as writing short stories."
