ID,"type (keynote, long paper, short paper, ppf paper, workshop, poster, demo, tutorial, panel, etc.)",title,authors/speakers (comma delineated),session name,session chair,room name,date (MM-DD-YYYY),time (HH:MM:SS military time),endtime,keywords (comma delinated),"award (best paper, honorary mention)",abstract/blurb,,(new) authors,,(new) title
82,short paper,Exploring Personality as a Predictor of Rating Behaviors: A Study of Category Preferences on MovieLens,"Raghav Pavan Karumur, Tien Nguyen and Joseph Konstan",Paper Session 4 - User in the Loop,Ido Guy,Room 202,09-17-16,16:20:00,18:00:00,"Personality, Big-Five Personality Traits, Rating behavior, Category preferences.",,"Prior work relevant to incorporating personality into recommender systems falls into two categories: social science studies and algorithmic ones. Social science studies of preference have found only small relationships between personality and category preferences, whereas, algorithmic approaches found a little improvement when incorporating personality into recommendations. As a result, despite good reasons to believe personality assessments should be useful in recommenders, we are left with no substantial demonstrated impact. In this work, we start with user data from a live recommender system, but study category-by-category variations in preference (both rating levels and distribution) across different personality types. By doing this, we hope to isolate specific areas where personality is most likely to provide value in recommender systems, while also modeling an analytic process that can be used in other domains. After controlling for the family-wise error rate, we find that High Agreeableness users rate at least 0.5 stars higher on a 5-star scale compared to low Agreeableness users. We also find differences in consumption in four different personality types between people who manifested high and low levels of that personality.",,"Raghav Pavan Karumur, Tien T. Nguyen, Joseph A. Konstan",,Exploring the Value of Personality in Predicting Rating Behaviors: A Study of Category Preferences on MovieLens
114,short paper,Pairwise Preferences Based Matrix Factorization and Nearest Neighbor Recommendation Techniques,"Saikishore Kalloori, Francesco Ricci and Marko Tkalcic",Paper Session 4 - User in the Loop,Ido Guy,Room 202,09-17-16,16:20:00,18:00:00,"Pairwise Preferences, Matrix Factorization, User Similarity",,"Many recommendation techniques rely on the knowledge of preferences data in the form of ratings for items. In this paper, we focus on pairwise preferences as an alternative way for acquiring user preferences and building recommendations. In our scenario, users provide pairwise preference scores for a set of item pairs, indicating how much one item in each pair is preferred to the other. We propose a matrix factorization (MF) and a nearest neighbor (NN) prediction techniques for pairwise preference scores. Our MF solution maps users and items pairs to a joint latent features vector space, while the proposed NN algorithm leverages specific user-to-user similarity functions well suited for comparing users preferences of that type. We compare our approaches to state of the art solutions and show that our solutions produce more accurate pairwise preferences and ranking predictions.",,"Saikishore Kalloori, Francesco Ricci, Marko Tkalcic",,Pairwise Preferences Based Matrix Factorization and Nearest Neighbor Recommendation Techniques
249,short paper,Observing Group Decision Making Processes,"Amra Delic, Julia Neidhardt, Thuy Ngoc Nguyen, Francesco Ricci, Laurens Rook, Hannes Werthner and Markus Zanker",Paper Session 4 - User in the Loop,Ido Guy,Room 202,09-17-16,16:20:00,18:00:00,"Group recommender systems, User study, Preference aggregation, Group decision processes",,"Most research on group recommender systems relies on the assumption that individuals have conflicting preferences; in order to generate group recommendations the system should identify a fair way of aggregating these preferences. Both empirical studies and theoretical frameworks have tried to identify the most effective preference aggregation techniques without coming to definite conclusions. In this paper, we propose to approach group recommendation from the group dynamics perspective and analyze the group decision making process for a particular task (in the travel domain). We observe several individual and group properties and correlate them to choice satisfaction. Supported by these initial results we therefore advocate for the development of new group recommendation techniques that consider group dynamics and support the full group decision making process.",,"Amra Delic, Julia Neidhardt, Thuy Ngoc Nguyen, Francesco Ricci, Laurens Rook, Hannes Werthner, Markus Zanker",,Observing Group Decision Making Processes
276,short paper,ExpLOD: a framework for Explaining Recommendations based on the Linked Open Data cloud,"Cataldo Musto, Fedelucio Narducci, Pasquale Lops, Marco De Gemmis and Giovanni Semeraro",Paper Session 4 - User in the Loop,Ido Guy,Room 202,09-17-16,16:20:00,18:00:00,"recommender systems, explanation, Linked Open Data cloud, user modeling",,"In this paper we present ExpLOD, a framework which exploits the information available in the Linked Open Data (LOD) cloud to generate a natural language explanation of the suggestions produced by a recommendation algorithm. The methodology is based on building a graph in which the items liked by a user are connected to the items recommended through the properties available in the LOD cloud. Next, given this graph, we implemented some techniques to rank those properties and we used the most relevant ones to feed a module for generating explanations in natural language. In the experimental evaluation we performed a user study with 308 subjects aiming to investigate to what extent our explanation framework can lead to more transparent, trustful and engaging recommendations. The preliminary results provided us with encouraging findings, since our algorithm performed better than both a non-personalized explanation baseline and a popularity-based one.",,"Cataldo Musto, Fedelucio Narducci, Pasquale Lops, Marco De Gemmis, Giovanni Semeraro",,ExpLOD: A Framework for Explaining Recommendations based on the Linked Open Data Cloud
332,short paper,The Value of Reviews,Georgios Askalidis and Edward Malthouse,Paper Session 4 - User in the Loop,Ido Guy,Room 202,09-17-16,16:20:00,18:00:00,"Word of Mouth, Marketing, Online Reviews",,"We study the effect of the volume of consumer reviews on the purchase likelihood (conversion rate) of users browsing a product page. We propose using the exponential learning curve model to study how conversion rates change with the number of reviews. We call the difference in conversion rate between having no reviews and an infinite number the value of reviews. We find that, on average, the conversion rate of a product can increase by as much as 270% as it accumulates reviews, amongst the users that choose to display them. We also find diminishing marginal value as a product accumu- lates reviews, with the first five reviews driving the bulk of the aforementioned increase. To address the problem of si- multaneity of increase of reviews and conversion rate, we use customer sessions in which reviews were not displayed as a control for trends that would have happened regardless of the increase in the review volume. Using our framework, we further find that high priced items have a higher value for reviews than lower priced items. High priced items can see their conversion rate increase by as much as 380% as they accumulate reviews compared to 190% for low priced items.We infer that the existence of reviews provides valu- able signals to the customers, increasing their propensity to purchase. We also infer that users usually don’t pay atten- tion to the entire set of reviews, especially if there are a lot of them, but instead they focus on the first few available. Our approach can be extended and applied in a variety of settings to gain further insights.",,"Georgios Askalidis, Edward C. Malthouse",,The Value of Online Customer Reviews
48,long paper,Mechanism design for personalized recommender systems,"Qingpeng Cai, Aris Filos-Ratsikas, Chang Liu and Pingzhong Tang",Paper Session 5 - Trust and Reliability,Dietmar Jannach,Kresge,09-18-16,9:40:00,10:40:00,"Mechanism design, Reputation systems, Approximation",,"Strategic behaviour from sellers on e-commerce websites, such as faking transactions and manipulating the recommendation scores through artificial reviews, have been among the most notorious obstacles that prevent websites from maximizing the efficiency of their recommendations. Previous approaches have focused almost exclusively on machine learning-related techniques to detect and penalize such behaviour. In this paper, we tackle the problem from a different perspective, using the approach of the field of mechanism design. We put forward a game model tailored for the setting at hand and aim to construct truthful mechanisms, i.e. mechanisms that do not provide incentives for dishonest reputation-augmenting actions, that guarantee good recommendations in the worst-case. For the setting with two agents, we propose a truthful mechanism that is optimal in terms of social efficiency. For the general case of m agents, we prove both lower and upper bound results on the effciency of truthful mechanisms and propose truthful mechanisms that yield significantly better results, when compared to an existing mechanism from a leading e-commerce site on real data.",,"Qingpeng Cai, Aris Filos-Ratsikas, Chang Liu, Pingzhong Tang",,Mechanism Design for Personalized Recommender Systems
135,long paper,Mood-Sensitive Truth Discovery For Reliable Recommendation Systems in Social Sensing,Jermaine Marshall and Dong Wang,Paper Session 5 - Trust and Reliability,Dietmar Jannach,Kresge,09-18-16,9:40:00,10:40:00,"Reliable Recommendation Systems, Mood Sensitive, Truth Discovery, Social Sensing, Disaster and Emergency Response",,"This work is motivated by the need to provide reliable information recommendation to users in social sensing. Social sensing has become an emerging application paradigm that uses humans as sensors to observe and report events in the physical world. These human sensed observations are often viewed as binary claims (either true or false). A fundamental challenge in social sensing is how to ascertain the credibility of claims and the reliability of sources without knowing either of them a priori. We refer to this challenge as truth discovery. While prior works have made progress on addressing this challenge, an important limitation exists: they did not explore the mood sensitivity aspect of the problem. Therefore, the claims identified as correct by current solutions can be completely biased in regards to the mood of human sources and lead to useless or even misleading recommendations. In this paper, we present a new analytical model that explicitly considers the mood sensitivity feature in the solution of truth discovery problem. The new model solves a multi-dimensional estimation problem to jointly estimate the correctness and mood neutrality of claims as well as the reliability and mood sensitivity of sources. We compare our model with state-of-the-art truth discovery solutions using four real world datasets collected from Twitter during recent disastrous and emergent events: Brussels Bombing, Paris Attack, Oregon Shooting, Baltimore Riots, which occurred in 2015 and 2016. The results show that our model has significant improvements over the compared baselines by finding more correct and mood neutral claims.",,"Jermaine Marshall, Dong Wang",,Mood-Sensitive Truth Discovery For Reliable Recommendation Systems in Social Sensing
154,long paper,Crowd-Based Personalized Natural Language Explanations for Recommendations,"Shuo Chang, F. Maxwell Harper and Loren Terveen",Paper Session 5 - Trust and Reliability,Dietmar Jannach,Kresge,09-18-16,9:40:00,10:40:00,"Crowdsourcing, Recommendation Explanations, Natural Language Processing, Clustering, Word2Vec",,"Explanations are important for users to make decisions on whether to take recommendations. However, algorithm generated explanations can be overly simplistic and unconvincing. We believe that humans can overcome these limitations. Inspired by how people explain word-of-mouth recommendations, we designed a process, combining crowdsourcing and computation, that generates personalized natural language explanations. We modeled key topical aspects of movies, asked crowdworkers to write explanations based on quotes from online movie reviews, and personalized the explanations presented to users based on their rating history. We evaluated the explanations by surveying 220 MovieLens users, finding that compared to personalized tag-based explanations, natural language explanations: 1) contain a more appropriate amount of information, 2) earn more trust from users, and 3) make users more satisfied. This paper contributes to the research literature by describing a scalable process for generating high quality and personalized natural language explanations, improving on state-of-the-art content-based explanations, and showing the feasibility and advantages of approaches that combine human wisdom with algorithmic processes.",,"Shuo Chang, F. Maxwell Harper, Loren Gilbert Terveen",,Crowd-Based Personalized Natural Language Explanations for Recommendations
45,long paper,Domain-Aware Grade Prediction and Top-n Course Recommendation,Asmaa Elbadrawy and George Karypis,Paper Session 6 - Applications,Robin Burke,Room 202,09-18-16,9:40:00,10:40:00,"Grade Prediction,Top-n Course Ranking,Multi-Granularity Grouping",,"Automated course recommendation can help deliver personalized and effective college advising and degree planning. Nearest neighbor and matrix factorization based collaborative filtering approaches have been applied to student-course grade data to help students select suitable courses. However, the student-course enrollment patterns exhibit grouping structures that are tied to the student and course academic features, which lead to grade data that are not missing at random (NMAR). Existing approaches for dealing with NMAR data, such as Response-aware and context-aware matrix factorization, do not model NMAR data in terms of the user and item features and are not designed with the characteristics of grade data in mind. In this work we investigate how the student and course academic features influence the enrollment patterns and we use these features to define student and course groups at various levels of granularity. We show how these groups can be used to design grade prediction and top-n course ranking models for neighborhood-based user collaborative filtering, matrix factorization and popularity-based ranking approaches. These methods give lower grade prediction error and more accurate top-n course rankings than the other methods that do not take domain knowledge into account.",,"Asmaa Elbadrawy, George Karypis",,Domain-Aware Grade Prediction and Top-n Course Recommendation
396,long paper,Deep Neural Networks for YouTube Recommendations,Paul Covington,Paper Session 6 - Applications,Robin Burke,Room 202,09-18-16,9:40:00,10:40:00,"recommender system, deep learning, scalability",,"YouTube represents one of the largest scale and most sophisticated industrial recommendation systems in existence. In this paper, we describe the system at a high level and focus on the dramatic performance improvements brought by deep learning. The paper is split according to the classic two-stage information retrieval dichotomy: first, we detail a deep candidate generation model and then describe a separate deep ranking model. We also provide practical lessons and insights derived from designing, iterating and maintaining a massive recommendation system with enormous user-facing impact.",,"Paul Covington, Jay Adams, Emre Sargin",,Deep Neural Networks for YouTube Recommendations
236,short paper,Optimizing Similar Item Recommendations in a Semi-structured Marketplace to Maximize Conversion,"Yuri M. Brovman, Marie Jacob, Natraj Srinivasan, Stephen Neola, Daniel Galron, Ryan Snyder and Paul Wang",Paper Session 6 - Applications,Robin Burke,Room 202,09-18-16,9:40:00,10:40:00,"e-commerce, recommender systems, machine learning, learning to rank",,This paper tackles the problem of recommendations in eBay's large semi-structured marketplace. eBay's variable inventory and lack of structured information about listings makes traditional collaborative filtering algorithms difficult to use. We discuss how to overcome these data limitations to produce high quality recommendations in real time with a combination of a customized scalable architecture as well as a widely applicable machine learned ranking model. A pointwise ranking approach is utilized to reduce the ranking problem to a binary classification problem optimized on past user purchase behavior. We present details of a sampling strategy and feature engineering that have been critical to achieve a lift in both purchase through rate (PTR) and revenue.,,"Yuri M Brovman, Marie Jacob, Natraj Srinivasan, Stephen Neola, Daniel Galron, Ryan Snyder, Paul Wang",,Optimizing Similar Item Recommendations in a Semi-structured Marketplace to Maximize Conversion
341,short paper,A Package Recommendation Framework for Trip Planning Activities,Idir Benouaret and Dominique Lenne,Paper Session 6 - Applications,Robin Burke,Room 202,09-18-16,9:40:00,10:40:00,"recommender system, package, top-k, diversity, trip planning",,"Classical recommender systems provide users with ranked lists of recommendations, where each one consists of a single item. However, these ranked lists are not suitable for applications such as trip planning, which deal with heterogeneous items. In this paper, we focus on the problem of recommending a set of packages to the user, where each package is constituted with a set of different Points of Interest that may constitute a tour. Given a collection of POIs, our goal is to recommend the most interesting packages for the user, where each package satisfies the budget constraints. We formally define the problem and we present a novel composite recommendation system, inspired from composite retrieval. Experimental evaluation of our proposed system, using a real-world dataset demonstrates its quality and its ability to improve both diversity and relevance of recommendations.",,"Idir Benouaret, Dominique Lenne",,A Package Recommendation Framework for Trip Planning Activities
74,ppf paper,Recommender Systems with Personality,Amos Azaria and Jason Hong,"Paper Session 7 - Past, Present, Future",Jill Freyne,Kresge,09-18-16,11:20:00,12:20:00,"Personal assistant,Recommender Systems,Vision ,Intelligent Agents",,"We believe that in the future, the most common form of recommender systems will be present in a personal assistant. We claim that such an intelligent agent must be personal, i.e., know its user's preferences and recommend relevant content, a dynamic learner, instructable, supportive and affable. We describe the current state of the art and the challenges which should be addressed in each of these agent properties and provide examples of how we expect future personal agents to convey these properties.",,"Amos Azaria, Jason Hong",,Recommender Systems with Personality
118,ppf paper,"Past, Present, and Future of Recommender Systems: An Industry Perspective",Xavier Amatriain and Justin Basilico,"Paper Session 7 - Past, Present, Future",Jill Freyne,Kresge,09-18-16,11:20:00,12:20:00,recommender systems,,"When the Netflix Prize launched in 2006, it put a spotlight on the importance and use of recommender systems in real-world applications. The competition provided many lessons, and many more have been learned since the Grand Prize was awarded in 2009. The use of recommender systems in industry has continued to grow driven by the availability of many kinds of user data and the continued interest for the area within the research community. In this paper, we will describe what we see as the past, present, and future of recommender systems from an industry perspective.",,"Xavier Amatriain, Justin Basilico",,"Past, Present, and Future of Recommender Systems: An Industry Perspective"
233,ppf paper,Algorithms Aside: Recommendation as the Lens of Life,"Tamas Motajcsek, Jean-Yves Le Moine, Paolo Cremonesi, Kristaps Dobrajs, Frank Hopfgartner, Franca Garzotto, Ayşe Göker, Daniel Kohlsdorf, Andrew Demetriou, Martha Larson, Andreas Lommatzsch, Davide Malagoli, Ngoc Nguyen Thuy, Jasminko Novak, Francesco Ricci, Mario Scriminaci, Domonkos Tikk, Marko Tkalcic, Anna Zacchi and Omar Alonso","Paper Session 7 - Past, Present, Future",Jill Freyne,Kresge,09-18-16,11:20:00,12:20:00,"personalization, recommendation engine, machine learning",,"In this position paper, we take the experimental approach of putting algorithms aside, and reflect on what recommenders would be for people if they were not tied to technology. By looking at some of the shortcomings that current recommenders have fallen into and discussing their limitations from a human point of view, we ask the question: if freed from all limitations, what should, and what could, RecSys be? We then turn to the idea that life itself is the best recommender system, and that people themselves are the query. By looking at how life brings people in contact with options that suit their needs or match their preferences, we hope to shed further light on what current RecSys could be doing better. Finally, we look at the forms that RecSys could take in the future. By formulating our vision beyond the reach of usual considerations and current limitations, including business models, algorithms, data sets, and evaluation methodologies, we attempt to arrive at fresh conclusions that may inspire the next steps taken by the community of researchers working on RecSys.",,"Tamas Motajcsek, Jean-Yves Le Moine, Martha Larson, Daniel Kohlsdorf, Andreas Lommatzsch, Domonkos Tikk, Omar Alonso, Paolo Cremonesi, Andrew Demetriou, Kristaps Dobrajs, Franca Garzotto, Ay?e Göker, Frank Hopfgartner, Davide Malagoli, Thuy Ngoc Nguyen, Jasminko Novak, Francesco Ricci, Mario Scriminaci, Marko Tkalcic, Anna Zacchi",,Algorithms Aside: Recommendation As The Lens Of Life
321,ppf paper,Behaviorism is Not Enough: Better Recommendations through Listening to Users,Michael D. Ekstrand and Martijn C. Willemsen,"Paper Session 7 - Past, Present, Future",Jill Freyne,Kresge,09-18-16,11:20:00,12:20:00,"Recommender systems, participatory design, user studies, algorithmic filtering, information filtering",,"Behaviorism is the currently-dominant paradigm for building and evaluating recommender systems. Both the operation and the evaluation of recommender system applications are most often driven by analyzing the behavior of users. In this paper, we argue that listening to what users say — about the items and recom-mendations they like, the control they wish to exert on the output, and the ways in which they perceive the system — and not just observing what they do will enable important developments in the future of recommender systems. We provide both philosophi-cal and pragmatic motivations for this idea, describe the various points in the recommendation and evaluation processes where explicit user input may be considered, and discuss benefits that may result from considered incorporation of user preferences at each of these points. In particular, we envision recommender applications that aim to support users’ better selves: helping them live the life that they desire to lead. For example, recommender-assisted behavior change requires algorithms to predict not what users choose or do now, inferable from behavioral data, but what they should choose or do in the future to become healthier, fitter, more sustainable, or culturally aware. We hope that our work will spur useful discussion and many new ideas for recommenders that empower their users.",,"Michael D Ekstrand, Martijn C Willemsen",,Behaviorism is Not Enough
200,long paper,MetaProd2Vec - Product embeddings using side-information for Recommendation,"Flavian Vasile, Elena Smirnova and Alexis Conneau",Paper Session 8 - Deep Learning,Paolo Cremonesi,Room 202,09-18-16,11:20:00,12:20:00,"Recommender systems, Embeddings, Neural Networks, Word2Vec",,"We propose Meta-Prod2vec, a novel method to compute item similarities for recommendation that leverages existing item metadata. Such scenarios are frequently encountered in applications such as content recommendation, ad targeting and web search. Our method leverages past user interactions with items and their attributes to compute low-dimensional embeddings of items. Specifically, the item metadata is in- jected into the model as side information to regularize the item embeddings. We show that the new item representa- tions lead to better performance on recommendation tasks on an open music dataset.",,"Flavian Vasile, Elena Smirnova, Alexis Conneau",,Meta-Prod2Vec - Product Embeddings Using Side-Information for Recommendation
234,long paper,Document Context-Aware Recommendation Beyond Bag-of-Words,"Donghyun Kim, Jinoh Oh, Chanyoung Park, Sungyoung Lee and Hwanjo Yu",Paper Session 8 - Deep Learning,Paolo Cremonesi,Room 202,09-18-16,11:20:00,12:20:00,"Collaborative Filtering, Document Modeling, Contexual Information, Neural Network' Context-aware Recommendation, Recommender System, Deep Learning",,"Sparseness of user-to-item rating data is one of the major factors that deteriorate the quality of recommender system. To handle the sparsity problem, several recommendation techniques have been proposed that additionally consider auxiliary information to improve rating prediction accuracy. In particular, when rating data is sparse, document modeling-based approaches have improved the accuracy by additionally utilizing textual data such as reviews, abstracts, or synopses. However, due to the inherent limitation of the bag-of-words model, they have difficulties in effectively utilizing contextual information of the documents, which leads to shallow understanding of the documents. This paper proposes a novel context-aware recommendation model, convolutional matrix factorization (ConvMF) that integrates convolutional neural network (CNN) into probabilistic matrix factorization (PMF). Consequently, ConvMF captures contextual information of documents and further enhances the rating prediction accuracy. Our extensive evaluations on three real-world datasets show that ConvMF significantly outperforms the state-of-the-art recommendation models even when the rating data is extremely sparse. We also demonstrate that ConvMF successfully captures subtle contextual difference of a word in a document. Our implementation and datasets are available at http://dm.postech.ac.kr/ConvMF.",,"Donghyun Kim, Chanyoung Park, Jinoh Oh, Sungyong Lee, Hwanjo Yu",,Convolutional Matrix Factorization for Document Context-Aware Recommendation
237,long paper,Parallel Recurrent Neural Network Architectures for Feature-rich Session-based Recommendations,"Balázs Hidasi, Massimo Quadrana, Alexandros Karatzoglou and Domonkos Tikk",Paper Session 8 - Deep Learning,Paolo Cremonesi,Room 202,09-18-16,11:20:00,12:20:00,"deep learning, recurrent neural networks, gated recurrent units, recommender systems, training strategies",,"Real-life recommender systems often face the daunting task of providing recommendations based only on the clicks of a user session. Methods that rely on user profiles -- such as matrix factorization -- perform very poorly in this setting, thus item-to-item recommendations are used most of the time. However the items typically have rich feature representations such as pictures and text descriptions that can be used to model the sessions. Here we investigate how these features can be exploited in Recurrent Neural Network based session models using deep learning. We show that obvious approaches do not leverage these data sources. We thus introduce a number of parallel RNN (p-RNN) architectures to model sessions based on the clicks and the features (images and text) of the clicked items. We also propose alternative training strategies for p-RNNs that suit them better than standard training. We show that p-RNN architectures with proper training have significant performance improvements over feature-less session models while all session-based models outperform the item-to-item type baseline.",,"Balázs Hidasi, Massimo Quadrana, Alexandros Karatzoglou, Domonkos Tikk",,Parallel Recurrent Neural Network Architectures for Feature-rich Session-based Recommendations
64,ppf paper,The Contextual Turn: from Context-aware to Context-driven recommender systems,"Roberto Pagano, Paolo Cremonesi, Martha Larson, Balázs Hidasi, Domonkos Tikk, Alexandros Karatzoglou and Massimo Quadrana",Paper Session 9 - Contextual Challenges,Gedas Adomavicius,Kresge,09-18-16,14:00:00,16:20:00,position paper,,"A critical change has occurred in the status of context in recommender systems. In the past, context has been considered `additional evidence’. This past picture is at odds with many present application domains, where user and item information is scarce. Such domains face continuous cold start conditions and must exploit session rather than user information. In this paper, we describe the `Contextual Turn’: the move towards context-driven recommendation algorithms for which context is critical, rather than additional. We cover application domains, algorithms that promise to address the challenges of context-driven recommendation, and the steps that the community has taken to tackle context-driven problems. Our goal is to point out the commonalities of context-driven problems, and urge the community to address the overarching challenges that context-driven recommendation poses.",,"Roberto Pagano, Paolo Cremonesi, Martha Larson, Balázs Hidasi, Domonkos Tikk, Alexandros Karatzoglou, Massimo Quadrana",,The Contextual Turn: from Context-Aware to Context-Driven Recommender Systems
134,long paper,Discovering What You're Known For: A Contextual Poisson Factorization Approach,"Haokai Lu, James Caverlee and Wei Niu",Paper Session 9 - Contextual Challenges,Gedas Adomavicius,Kresge,09-18-16,14:00:00,16:20:00,"user profile,contextual modeling,GPS-tagged social media,",,"Discovering what people are known for is valuable to many important applications such as recommender systems. Unlike an individual's personal interests, what a user is known for is reflected by the views of others, and is often not easily discerned for a long-tail of the vast majority of users. In this paper, we tackle the problem of discovering what users are known for through a probabilistic model called Bayesian Contextual Poisson Factorization. Moving beyond just modeling user's content, it naturally models and integrates additional contextual factors, concretely, user's geo-spatial footprints and social influence, to overcome noisy online activities and social relations. Through GPS-tagged social media datasets, we find that the proposed method can improve known-for prediction performance by 17.5% in precision and 20.9% in recall on average, and that it can capture the implicit relationships between a user's known-for profile and her content, geo-spatial and social influence.",,"Haokai Lu, James Caverlee, Wei Niu",,Discovering What You're Known For: A Contextual Poisson Factorization Approach
148,long paper,TAPER: A Contextual Tensor-Based Approach for Personalized Expert Recommendation,"Hancheng Ge, James Caverlee and Haokai Lu",Paper Session 9 - Contextual Challenges,Gedas Adomavicius,Kresge,09-18-16,14:00:00,16:20:00,"Personalized expert recommendation, Tensor, Contextual factors",,"We address the challenge of personalized recommendation of high quality content producers in social media. While some candidates are easily identifiable (say, by being “favorited” many times), there is a long-tail of potential candidates for whom we have little evidence. Through careful modeling of contextual factors like the geo-spatial, topical, and social preferences of users, we propose a tensor-based personalized expert recommendation framework that integrates these factors for revealing latent connections between homogeneous entities (e.g., users and users) and between heterogeneous entities (e.g., users and experts). Through extensive experiments over geo-tagged Twitter data, we find that the proposed framework can improve the quality of recommendation by over 30% in both precision and recall compared to the state-of-the-art.",,"Hancheng Ge, James Caverlee, Haokai Lu",,TAPER: A Contextual Tensor-Based Approach for Personalized Expert Recommendation
92,short paper,Are You Influenced by Others When Rating? Modeling Conformity in Rating Sites,Xuezhi Cao and Yong Yu,Paper Session 9 - Contextual Challenges,Gedas Adomavicius,Kresge,09-18-16,14:00:00,16:20:00,"User Behavior,Conformity,Rating Prediction",,"Conformity has a strong influence to user behaviors, even in online environment. When surfing online, users are usually flooded with others’ opinions. These opinions implicitly contribute to the user’s ongoing behaviors. However, there is no research work modeling online conformity yet. In this paper, we model user’s conformity in online rating sites. We conduct analysis using real data to show the existence and strength of conformity in these scenarios. We propose a matrix-factorization-based conformity modeling technique to improve the accuracy of rating prediction. Experiments show that our model outperforms existing works significantly (with a relative improvement of 11.72% on RMSE). Therefore, we draw the conclusion that conformity modeling is important for understanding user behaviors and can contribute to further improve the online recommender systems.",,"Yiming Liu, Xuezhi Cao, Yong Yu",,Are You Influenced by Others When Rating? Improve Rating Prediction by Conformity Modeling
221,short paper,Modelling Contextual Information in Session-Aware Recommender Systems with Neural Networks,Bartłomiej Twardowski,Paper Session 9 - Contextual Challenges,Gedas Adomavicius,Kresge,09-18-16,14:00:00,16:20:00,"recommender system, matrix factorization, recurrent neural network,session-aware recommendations",,"Preparing recommendations for unknown users or such that correctly respond to the short-term needs of a particular user is one of the fundamental problems for e-commerce. Most of the common Recommender Systems assume that user identification must be explicit. In this paper a Session-Aware Recommender System approach is presented where no straightforward user information is required. The recommendation process is based only on user activity within a single session, defined as a sequence of events. This information is incorporated in the recommendation process by explicit context modeling with factorization methods and a novel approach with Recurrent Neural Network (RNN). Compared to the session modeling approach, RNN directly models the dependency of user observed sequential behavior throughout its recurrent structure. The evaluation discusses the results based on sessions from real-life system with ephemeral items (identified only by the set of their attributes) for the task of top-n best recommendations.",,Bartłomiej Twardowski,,Modelling Contextual Information in Session-Aware Recommender Systems with Neural Networks
347,short paper,Getting the timing right: Leveraging category inter-purchase times to improve recommender systems,"Denis Vuckovac, Julia Wamsler, Alexander Ilic and Martin Natter",Paper Session 9 - Contextual Challenges,Gedas Adomavicius,Kresge,09-18-16,14:00:00,16:20:00,"inter-purchase times, category, retail, fast moving consumer goods",,"In the marketing domain, models of grocery buying behavior consider purchase incidence as a key dimension. However, in recommender systems, timing is often subsumed under contextual information and has received little attention yet. For this reason, we analyze the relation between the timing of a recommendation and its acceptance across different product categories. Our study is based on a real-world deployment of an in-store recommendation system in the brick-and-mortar grocery industry. We base our analysis on transaction data of more than 100,000 unique users and more than four million product recommendations. Our findings suggest that the success of a recommendation significantly depends on the inter-purchase time within the respective category. Different sensitivities across product categories further stress the importance of timing and its interplay with category characteristics within the context of recommender systems. The insights gained in this study enable retailers to improve scheduling recommendations and target promotions more efficiently.",,"Denis Vuckovac, Julia Wamsler, Alexander Ilic, Martin Natter",,Getting the Timing Right: Leveraging Category Inter-purchase Times to Improve Recommender Systems
375,short paper,MAPS: A Multi Aspect Personalized POI Recommender System,Tao Li and Ramesh Baral,Paper Session 9 - Contextual Challenges,Gedas Adomavicius,Kresge,09-18-16,14:00:00,16:20:00,"POI Recommendation, Social network analysis",,"The evolution of the World Wide Web (WWW) and the smart-phone technologies have played a key role in the revolution of our daily life. The location-based social networks (LBSN) have emerged and facilitated the users to share the check-in information and multimedia contents. The Point of Interest (POI) recommendation system uses the check-in information to predict the most potential check-in locations. The different aspects of the check-in information, for instance, the geographical distance, the category, and the temporal popularity of a POI; and the temporal check-in trends, and the social (friendship) information of a user play a crucial role in an efficient recommendation. In this paper, we propose a fused recommendation model termed MAPS (Multi Aspect Personalized POI Recommender System) which will be the first in our knowledge to fuse the categorical, the temporal, the social and the spatial aspects in a single model. The major contribution of this paper are: (i) it realizes the problem as a graph of location nodes with constraints on the category and the distance aspects (i.e. the edge between two locations is constrained by a threshold distance and the category of the locations), (ii) it proposes a multi-aspect fused POI recommendation model, and (iii) it extensively evaluates the model with two real-world data sets.",,"Ramesh Baral, Tao Li",,MAPS: A Multi Aspect Personalized POI Recommender System
65,long paper,Recommending New Items to Ephemeral Groups Using Contextual User Influence,"Elisa Quintarelli, Emanuele Rabosio and Letizia Tanca",Paper Session 10 - Social Perspective,Elizabeth Daly,Kresge,09-18-16,16:20:00,18:00:00,"Group recommendations,influence,context",,"Group recommender systems help groups of users in finding appropriate items to be enjoyed together. Lots of activities, like watching TV or going to the restaurant, are intrinsically group-based, thus making the group recommendation problem very relevant. In this paper we study ephemeral groups, i.e., groups where the members might be together for the first time. Recent approaches have tackled this issue introducing complex models to be learned offline, making them unable to deal with new items; on the contrary, we propose a group recommender able to manage new items too. In more detail, our technique determines the preference of a group for an item by combining the individual preferences of the group members on the basis of their contextual influence, where the contextual influence represents the ability of an individual, in a given situation, to direct the group's decision. We conducted an extensive experimental evaluation on a TV dataset containing a log of viewings performed by real groups, showing how our approach outperforms the comparable techniques from the literature.",,"Elisa Quintarelli, Emanuele Rabosio, Letizia Tanca",,Recommending New Items to Ephemeral Groups Using Contextual User Influence
